9.81,-7.36,-5.05,-0.43,2.81,2.54,1.73,-5.02,-3.44,3.56,-0.70,-0.78,0.73,0.00,-0.31,-0.55,0.81,0.63,0.83,-0.04,0.38,-0.25,-0.08,0.73,-0.37
9.93,-1.99,-8.38,0.06,4.17,1.86,2.37,-5.08,-0.78,0.06,-0.65,-0.18,0.01,-0.04,-0.41,-0.58,0.88,0.73,0.71,0.03,0.31,-0.12,0.05,0.59,-0.19
10.17,2.08,-7.91,-1.04,1.40,4.52,4.51,1.28,-11.94,-0.70,0.20,-0.59,-0.11,0.04,-0.05,0.01,2.20,0.64,0.68,-0.29,-0.10,1.20,-0.20,-0.22,0.80
11.06,2.69,-5.12,2.66,1.69,5.46,8.04,1.98,-16.82,-3.70,0.21,-0.38,-0.27,0.52,-0.14,0.40,3.29,0.80,0.89,-0.35,-0.10,2.24,-0.13,-0.14,0.77
10.79,2.21,-6.05,4.41,1.79,4.26,6.80,3.07,-5.46,-0.59,0.40,-0.19,-0.05,0.08,-0.12,0.65,3.01,0.79,0.75,0.44,0.14,1.63,0.19,0.24,0.72
9.98,-4.05,-4.57,-0.32,5.87,4.02,3.87,-19.59,-7.61,14.22,-0.83,-0.49,0.63,-0.34,-0.05,0.65,2.00,0.62,1.07,0.88,-0.28,-0.34,0.71,-0.42,-0.16
9.95,-9.54,-1.47,-0.70,0.83,0.98,2.06,0.31,-0.99,-0.68,0.38,-0.49,-0.39,0.92,-0.15,0.07,1.34,0.32,0.26,0.10,0.02,0.05,0.23,0.21,0.14
10.11,-8.98,-2.99,2.27,1.69,1.92,1.95,-0.14,-1.87,0.95,-0.04,-0.50,0.29,0.45,-0.29,-0.10,1.55,0.36,0.33,-0.16,-0.00,0.13,-0.29,-0.01,0.26
9.72,-7.41,-4.97,2.82,2.06,2.19,1.81,1.44,0.93,-0.65,0.32,0.24,-0.18,-0.18,-0.07,-0.24,1.46,0.56,0.45,0.09,-0.09,-0.00,0.11,-0.36,-0.00
9.97,-7.21,-4.63,3.32,2.93,3.03,2.38,-1.25,1.42,-2.33,-0.14,0.20,-0.33,0.36,0.38,0.09,1.77,0.68,0.84,0.63,0.18,0.60,0.52,0.32,0.40
11.43,-8.67,-4.30,3.41,3.41,4.17,2.41,-4.81,-0.32,0.17,-0.34,-0.03,0.02,-0.05,-0.04,-0.40,1.97,1.20,1.79,1.27,1.46,1.20,0.54,0.68,0.34
10.70,-2.66,-5.83,-0.45,7.55,3.64,3.46,-9.89,1.68,-20.11,-0.36,0.13,-0.77,-0.59,-0.73,-0.90,1.37,1.36,1.72,0.44,1.55,0.20,0.23,0.66,0.08
9.47,4.72,-6.93,-3.20,2.26,2.07,2.14,-2.60,-0.99,-0.13,-0.55,-0.22,-0.03,0.15,-0.22,-0.12,1.49,1.22,1.04,0.55,1.12,0.55,0.30,0.89,0.36
10.12,5.23,-7.85,-1.94,1.74,1.88,2.54,-1.61,-2.75,1.85,-0.49,-0.58,0.42,0.05,-0.10,0.06,1.59,0.77,0.43,0.90,0.22,0.46,0.74,0.66,0.68
10.49,4.65,-7.77,-3.06,3.09,1.88,3.19,-3.81,-2.34,3.61,-0.66,-0.39,0.37,-0.26,-0.39,0.02,1.27,1.13,0.39,1.14,-0.09,-0.06,0.79,-0.21,-0.11
10.19,2.17,-6.59,-6.38,3.52,1.84,1.79,-4.48,-0.83,2.99,-0.69,-0.25,0.48,-0.12,-0.29,0.07,0.96,1.11,0.38,0.82,-0.27,-0.13,0.77,-0.63,-0.36
9.82,-0.06,-5.57,-7.80,1.45,1.63,1.04,-0.73,-0.18,-0.02,-0.31,-0.11,-0.01,-0.05,-0.14,0.00,0.56,0.58,0.34,0.10,-0.07,0.02,0.30,-0.35,0.10
10.09,1.59,-6.40,-6.22,3.10,2.19,2.71,-4.35,-4.03,6.99,-0.64,-0.68,0.83,0.21,0.32,-0.08,0.98,0.76,0.34,0.47,0.03,0.11,0.63,0.11,0.31
10.22,4.83,-7.29,-3.74,2.81,2.15,2.25,-2.62,-3.15,4.31,-0.43,-0.65,0.68,0.02,0.36,-0.12,1.62,0.87,0.36,0.88,0.12,0.33,0.62,0.38,0.56
10.10,6.01,-6.69,-3.47,2.00,2.06,2.06,-2.26,-3.14,3.15,-0.55,-0.74,0.76,0.06,0.17,-0.03,1.79,0.63,0.38,0.77,0.15,0.52,0.67,0.62,0.77
9.94,5.82,-7.22,-1.90,2.13,1.57,2.29,-1.32,-2.49,2.04,-0.39,-0.69,0.42,0.49,-0.08,0.02,1.24,0.77,0.32,0.24,-0.02,0.28,0.25,-0.08,0.71
9.99,5.73,-8.02,0.32,1.64,0.87,1.05,-0.61,-0.18,1.06,-0.43,-0.20,0.62,0.02,-0.14,-0.05,1.19,0.72,0.25,-0.40,-0.13,0.15,-0.46,-0.73,0.50
10.06,5.11,-1.30,-1.73,3.21,7.30,2.97,-11.50,-16.90,2.23,-0.49,-0.78,0.23,-0.80,0.10,-0.54,1.90,0.57,0.89,-0.31,0.24,0.53,-0.28,0.48,0.32
9.59,3.26,6.25,-4.49,3.38,3.34,1.52,-8.25,-0.52,0.56,-0.73,-0.10,0.11,-0.40,0.21,0.11,1.93,0.72,1.72,0.20,0.99,1.73,0.15,0.80,0.52
10.24,-4.11,2.11,-3.41,6.60,5.68,1.64,32.95,-8.09,-8.11,0.88,-0.87,-0.75,-0.00,0.24,1.00,1.18,0.64,1.65,0.30,0.78,0.11,0.40,0.74,0.06
9.90,-5.58,-1.72,-4.42,5.26,4.70,1.80,7.86,0.33,-1.44,0.32,0.04,-0.15,-0.15,-0.02,-1.53,0.42,0.56,1.74,0.05,-0.25,0.21,0.21,-0.26,0.29
10.17,1.61,0.06,-6.65,5.47,5.57,2.15,24.69,-5.61,-4.11,0.81,-0.47,-0.35,-0.01,0.05,-1.45,0.48,0.57,1.81,0.07,-0.16,0.42,0.25,-0.15,0.49
11.04,4.48,-2.44,-5.09,3.19,7.34,4.00,2.35,-27.23,1.00,0.10,-0.93,0.08,0.27,0.72,1.00,0.82,1.49,1.58,0.67,1.45,0.52,0.55,0.62,0.40
12.63,0.57,-9.56,-2.00,5.13,5.70,4.33,-5.08,-19.67,12.25,-0.17,-0.80,0.55,0.18,-0.45,-0.05,0.88,2.89,3.09,1.25,8.03,1.10,0.49,0.90,0.40
12.22,-3.67,-9.41,-1.17,4.84,4.19,3.61,-10.64,-7.89,6.96,-0.52,-0.52,0.40,0.26,-0.36,0.23,1.25,2.86,3.29,1.55,8.77,2.33,0.44,0.93,0.57
9.77,-8.74,-0.28,3.83,0.81,0.65,1.87,0.40,0.88,1.05,0.76,0.72,0.69,0.03,-0.29,0.10,0.23,0.22,0.09,-0.01,0.01,-0.01,-0.23,0.34,-0.28
9.90,-8.06,-0.86,4.93,1.25,2.20,1.48,-1.15,3.00,-0.25,-0.42,0.92,-0.14,0.05,0.24,-0.57,0.26,0.27,0.86,-0.00,-0.13,-0.00,-0.02,-0.55,-0.02
9.40,-1.67,-9.03,-0.43,1.64,1.07,0.78,-1.24,0.33,-0.69,-0.71,0.40,-0.54,0.05,0.15,0.23,0.40,0.53,0.93,0.06,0.33,0.06,0.26,0.67,0.16
9.76,-5.81,-6.16,-0.49,4.06,2.83,0.70,-9.77,-1.08,1.15,-0.85,-0.55,0.41,0.05,0.26,0.57,0.44,0.48,1.09,0.03,0.32,-0.01,0.15,0.61,-0.02
9.82,-9.35,-2.70,-1.13,0.69,0.50,0.58,0.17,0.03,0.13,0.49,0.11,0.34,-0.02,-0.04,-0.01,0.61,0.17,0.36,-0.00,-0.01,-0.02,-0.01,-0.15,-0.07
10.42,-6.02,-5.33,-0.54,5.31,4.37,1.50,-5.74,-3.24,1.10,-0.25,-0.49,0.14,-0.03,-0.61,-1.29,1.33,1.40,1.51,0.87,1.54,0.01,0.47,0.73,0.01
9.82,-1.88,-2.51,-3.12,5.11,6.67,3.66,4.25,-20.02,-1.93,0.12,-0.82,-0.10,0.39,-0.87,-0.66,1.57,2.38,2.27,2.35,2.94,1.43,0.63,0.55,0.40
9.92,2.97,1.93,-4.49,7.22,2.22,4.04,-8.39,-3.25,26.67,-0.52,-0.36,0.91,1.20,-0.80,0.26,1.59,2.70,1.50,1.39,1.88,-0.36,0.32,0.46,-0.15
9.91,0.08,2.44,-6.16,6.53,1.97,3.10,-3.73,-0.80,13.75,-0.29,-0.13,0.68,0.87,0.71,0.77,0.82,1.25,0.81,0.07,-0.46,-0.32,0.07,-0.46,-0.47
9.71,2.02,2.25,-5.77,6.32,2.04,3.23,-5.35,-1.25,15.98,-0.42,-0.19,0.78,0.90,-0.20,0.35,0.90,2.12,0.86,0.52,0.37,-0.21,0.27,0.20,-0.27
9.70,-1.63,3.50,-6.76,5.07,1.82,2.42,0.25,0.28,9.33,0.03,0.06,0.76,0.05,-0.39,0.40,1.27,2.05,0.55,-1.26,0.43,0.02,-0.48,0.38,0.02
9.96,2.94,5.07,-3.68,5.56,1.68,4.32,6.21,3.50,20.62,0.67,0.48,0.86,-0.63,0.75,0.49,1.08,0.95,0.33,-0.32,-0.11,0.08,-0.32,-0.36,0.24
9.92,7.94,1.15,0.09,0.67,5.30,2.48,-1.63,1.89,0.88,-0.46,0.14,0.53,-0.55,-0.20,0.70,0.59,0.48,0.42,-0.05,-0.08,0.05,-0.17,-0.42,0.19
10.36,7.96,-5.10,-1.51,0.55,3.06,2.70,0.84,7.46,0.93,0.50,0.90,0.62,-0.22,-0.27,0.26,0.36,0.43,0.78,0.08,-0.27,-0.22,0.53,-0.82,-0.79
9.67,6.01,4.49,-4.51,1.53,2.73,2.82,-3.17,-4.78,4.12,-0.76,-0.62,0.95,0.59,-0.11,-0.60,0.44,0.34,0.67,0.01,-0.09,-0.23,0.07,-0.42,-0.79
10.17,5.80,4.98,-5.43,1.73,1.28,3.44,-1.97,-3.36,5.64,-0.89,-0.77,0.95,-0.29,0.17,0.27,0.63,0.45,0.37,-0.24,0.12,-0.20,-0.85,0.75,-0.88
10.28,7.42,5.23,2.80,1.82,2.78,2.52,-3.23,0.31,-1.54,-0.64,0.04,-0.34,-0.48,-0.57,0.13,1.26,0.64,0.97,0.24,-0.05,0.72,0.30,-0.08,0.59
10.26,7.70,3.29,1.38,2.05,3.96,3.94,-6.74,6.03,-4.45,-0.83,0.39,-0.55,-0.53,-0.90,0.13,1.26,0.48,0.98,0.12,0.00,0.72,0.19,0.00,0.58
10.04,9.11,0.74,-2.83,0.35,0.71,2.99,-0.11,-0.99,0.05,-0.46,-0.47,0.04,-0.08,-0.40,0.02,0.22,0.40,0.21,0.04,0.01,-0.00,0.51,0.18,-0.10
10.20,8.95,1.50,-4.39,0.29,0.65,1.61,0.05,0.25,-0.30,0.25,0.24,-0.63,0.02,0.24,-0.07,0.30,0.49,0.14,0.09,-0.02,0.01,0.61,-0.28,0.16
10.00,7.53,4.05,-0.64,2.10,2.91,3.82,-5.85,9.01,-6.62,-0.96,0.81,-0.83,0.40,0.68,-0.34,0.47,0.54,0.23,0.17,-0.02,-0.06,0.66,-0.19,-0.55
9.87,4.82,7.62,2.43,1.97,2.46,1.20,-4.33,1.19,-1.02,-0.89,0.40,-0.43,0.42,0.40,-0.27,0.55,0.57,0.30,0.19,-0.12,-0.10,0.61,-0.72,-0.63
10.00,3.71,8.34,-1.14,0.95,1.35,3.72,-0.15,2.68,0.35,-0.12,0.53,0.10,0.53,0.08,-0.10,1.24,0.41,0.25,0.23,-0.07,0.01,0.45,-0.63,0.03
9.67,3.51,6.03,-4.82,1.03,4.42,1.81,0.07,0.78,0.60,0.02,0.10,0.32,0.99,0.04,0.29,1.35,0.43,0.86,0.01,-0.21,0.54,0.02,-0.58,0.47
10.07,3.04,-2.07,-5.17,1.07,7.69,1.88,1.28,-2.23,-1.22,0.16,-0.15,-0.60,0.86,-0.05,0.63,0.94,0.42,0.74,-0.07,-0.06,0.57,-0.18,-0.18,0.82
9.98,-5.49,-6.20,-4.86,2.12,1.33,1.46,-1.54,-0.91,0.24,-0.55,-0.47,0.08,-0.21,0.04,-0.04,0.74,0.53,0.60,-0.07,-0.26,0.01,-0.18,-0.81,0.02
9.99,-3.26,-5.62,-6.55,3.02,1.75,1.93,-1.17,-2.01,-0.92,-0.22,-0.59,-0.16,-0.21,0.07,-0.49,1.73,0.52,0.62,-0.16,-0.04,-0.09,-0.18,-0.13,-0.08
9.86,-3.10,-8.37,-3.15,2.32,1.08,1.27,-1.37,-1.05,1.62,-0.54,-0.77,0.55,0.13,-0.17,-0.28,0.87,0.30,0.52,-0.08,0.08,0.01,-0.29,0.50,0.02
9.87,-0.27,-9.34,-1.53,2.18,0.85,1.72,-0.66,-0.81,1.23,-0.36,-0.55,0.33,-0.10,-0.01,-0.35,1.13,0.43,0.48,-0.24,0.14,-0.05,-0.51,0.66,-0.10
9.85,0.76,-7.97,-5.62,0.35,0.80,0.93,-0.04,-0.54,0.10,-0.15,-0.73,0.31,-0.07,-0.09,-0.01,0.88,0.16,0.14,-0.02,0.01,-0.00,-0.11,0.55,-0.01
10.04,-1.10,-8.06,-1.91,2.68,0.98,4.83,0.55,-1.65,-11.95,0.21,-0.35,-0.92,0.19,0.02,0.02,1.91,0.68,0.33,0.73,0.11,0.46,0.56,0.49,0.74
